date,hour,day_of_week,is_weekend,month,is_public_holiday,avg_speed_kmh,traffic_volume_veh_per_hr,road_capacity_veh_per_hr,vc_ratio,temperature_celsius,rainfall_mm_per_hr,humidity_percent,wind_speed_kmh,air_quality_index_aqi,tourist_arrival_index,school_hour_flag,workday_flag,special_event_type
2025-01-22,19,Wednesday,0,1,0,30.4,3950,4800,0.8229166666666666,28.0,0.0,89,8.2,59,0.69,0,1,none
2025-01-22,20,Wednesday,0,1,0,38.7,2200,4800,0.4583333333333333,27.7,0.0,90,7.9,57,0.69,0,1,none
2025-01-22,21,Wednesday,0,1,0,40.1,1900,4800,0.3958333333333333,27.3,0.0,91,7.5,55,0.69,0,1,none
2025-01-22,22,Wednesday,0,1,0,41.5,1700,4800,0.3541666666666667,26.9,0.0,92,7.2,53,0.69,0,1,none
2025-01-22,23,Wednesday,0,1,0,42.8,1550,4800,0.3229166666666667,26.5,0.0,92,6.9,52,0.69,0,1,none
2025-01-23,0,Thursday,0,1,0,42.7,1420,4800,0.29583333333333334,26.3,0.0,91,7.7,54,0.69,0,1,none
2025-01-23,1,Thursday,0,1,0,43.9,1370,4800,0.28541666666666665,26.1,0.0,92,7.2,55,0.69,0,1,none
2025-01-23,2,Thursday,0,1,0,45.1,1320,4800,0.275,25.9,0.0,93,6.8,56,0.69,0,1,none
2025-01-23,3,Thursday,0,1,0,46.3,1270,4800,0.26458333333333334,25.8,0.0,93,7.3,54,0.69,0,1,none
2025-01-23,4,Thursday,0,1,0,47.5,1220,4800,0.25416666666666665,25.7,0.0,93,7.8,52,0.69,0,1,none
2025-01-23,5,Thursday,0,1,0,48.7,1170,4800,0.24375,25.8,0.0,92,8.3,51,0.69,0,1,none
2025-01-23,8,Thursday,0,1,0,28.6,4350,4800,0.90625,28.5,0.0,86,9.9,59,0.69,1,1,none
2025-01-23,9,Thursday,0,1,0,30.3,4050,4800,0.84375,29.6,0.0,83,10.5,57,0.69,1,1,none
2025-01-23,10,Thursday,0,1,0,42.8,1980,4800,0.4125,30.2,0.0,81,11.0,53,0.69,0,1,none
2025-01-23,11,Thursday,0,1,0,45.1,1780,4800,0.37083333333333335,30.8,0.0,79,11.5,51,0.69,0,1,none
2025-01-23,12,Thursday,0,1,0,45.9,1680,4800,0.35,31.1,0.0,78,11.9,49,0.69,0,1,none
2025-01-23,13,Thursday,0,1,0,46.4,1630,4800,0.33958333333333335,31.0,0.0,79,11.7,50,0.69,0,1,none
2025-01-23,14,Thursday,0,1,0,46.0,1660,4800,0.3458333333333333,30.7,0.0,81,11.1,52,0.69,0,1,none
2025-01-23,15,Thursday,0,1,0,44.5,1730,4800,0.36041666666666666,30.2,0.0,83,10.4,54,0.69,0,1,none
2025-01-23,16,Thursday,0,1,0,43.3,1800,4800,0.375,29.8,0.0,85,9.8,56,0.69,0,1,none
2025-01-23,18,Thursday,0,1,0,27.6,4550,4800,0.9479166666666666,28.5,0.0,88,8.7,60,0.69,0,1,none
2025-01-23,19,Thursday,0,1,0,30.8,3950,4800,0.8229166666666666,28.1,0.0,89,8.3,59,0.69,0,1,none
2025-01-23,20,Thursday,0,1,0,39.1,2200,4800,0.4583333333333333,27.8,0.0,90,8.0,57,0.69,0,1,none
2025-01-23,21,Thursday,0,1,0,40.5,1900,4800,0.3958333333333333,27.4,0.0,91,7.6,55,0.69,0,1,none
2025-01-23,22,Thursday,0,1,0,41.9,1700,4800,0.3541666666666667,27.0,0.0,92,7.3,53,0.69,0,1,none
2025-01-24,3,Friday,0,1,0,46.6,1250,4800,0.2604166666666667,25.9,0.0,93,7.4,54,0.66,0,1,none
2025-01-24,4,Friday,0,1,0,47.8,1200,4800,0.25,25.8,0.0,93,7.9,52,0.66,0,1,none
2025-01-24,5,Friday,0,1,0,49.0,1150,4800,0.23958333333333334,25.9,0.0,92,8.4,51,0.66,0,1,none
2025-01-24,7,Friday,0,1,0,32.2,3900,4800,0.8125,27.4,0.0,89,9.3,56,0.66,1,1,none
2025-01-24,8,Friday,0,1,0,28.8,4300,4800,0.8958333333333334,28.6,0.0,86,10.0,59,0.66,1,1,none
2025-01-24,9,Friday,0,1,0,30.5,4000,4800,0.8333333333333334,29.7,0.0,83,10.6,57,0.66,1,1,none
2025-01-24,10,Friday,0,1,0,43.2,1980,4800,0.4125,30.3,0.0,81,11.1,53,0.66,0,1,none
2025-01-24,11,Friday,0,1,0,45.5,1780,4800,0.37083333333333335,30.9,0.0,79,11.6,51,0.66,0,1,none
2025-01-24,12,Friday,0,1,0,46.3,1680,4800,0.35,31.2,0.0,78,12.0,49,0.66,0,1,none
2025-01-24,13,Friday,0,1,0,46.8,1630,4800,0.33958333333333335,31.1,0.0,79,11.8,50,0.66,0,1,none
2025-01-24,14,Friday,0,1,0,46.4,1660,4800,0.3458333333333333,30.8,0.0,81,11.2,52,0.66,0,1,none
2025-01-24,15,Friday,0,1,0,44.9,1730,4800,0.36041666666666666,30.3,0.0,83,10.5,54,0.66,0,1,none
2025-01-24,16,Friday,0,1,0,43.7,1800,4800,0.375,29.9,0.0,85,9.9,56,0.66,0,1,none
2025-01-24,17,Friday,0,1,0,26.8,4300,4800,0.8958333333333334,29.1,0.0,87,9.3,58,0.66,0,1,none
2025-01-24,18,Friday,0,1,0,24.4,4700,4800,0.9791666666666666,28.6,0.0,88,8.8,60,0.66,0,1,none
2025-01-24,19,Friday,0,1,0,27.6,4100,4800,0.8541666666666666,28.2,0.0,89,8.4,59,0.66,0,1,none
2025-01-24,20,Friday,0,1,0,39.3,2200,4800,0.4583333333333333,27.9,0.0,90,8.1,57,0.66,0,1,none
2025-01-24,6,Friday,0,1,0,50.2,1100,4800,0.22916666666666666,26.5,2.46,91,8.9,49,0.66,0,1,none
2025-01-22,15,Wednesday,0,1,0,44.0,1730,4800,0.36041666666666666,30.1,5.9,83,10.3,54,0.69,0,1,none
2025-01-25,2,Saturday,1,1,0,50.9,800,4800,0.16666666666666666,26.0,0.0,93,7.0,56,0.66,0,0,none
2025-01-25,3,Saturday,1,1,0,52.1,750,4800,0.15625,25.9,0.0,93,7.5,54,0.66,0,0,none
2025-01-25,5,Saturday,1,1,0,54.5,650,4800,0.13541666666666666,25.9,0.0,92,8.5,51,0.66,0,0,none
2025-01-25,6,Saturday,1,1,0,55.7,600,4800,0.125,26.5,0.0,91,9.0,49,0.66,0,0,none
2025-01-25,7,Saturday,1,1,0,56.9,550,4800,0.11458333333333333,27.4,0.0,89,9.4,47,0.66,0,0,none
2025-01-25,8,Saturday,1,1,0,57.5,520,4800,0.10833333333333334,28.6,0.0,86,9.9,45,0.66,0,0,none
2025-01-25,9,Saturday,1,1,0,58.1,500,4800,0.10416666666666667,29.7,0.0,83,10.4,43,0.66,0,0,none
2025-01-25,10,Saturday,1,1,0,58.7,480,4800,0.1,30.3,0.0,81,10.9,42,0.66,0,0,none
2025-01-25,11,Saturday,1,1,0,59.3,460,4800,0.09583333333333334,30.9,0.0,79,11.4,41,0.66,0,0,none
2025-01-25,12,Saturday,1,1,0,59.9,440,4800,0.09166666666666666,31.2,0.0,78,11.8,40,0.66,0,0,none
2025-01-25,13,Saturday,1,1,0,60.5,420,4800,0.0875,31.1,0.0,79,11.6,41,0.66,0,0,none
2025-01-25,14,Saturday,1,1,0,61.1,400,4800,0.08333333333333333,30.8,0.0,81,11.0,43,0.66,0,0,none
2025-01-25,15,Saturday,1,1,0,61.7,380,4800,0.07916666666666666,30.3,0.0,83,10.4,45,0.66,0,0,none
2025-01-25,16,Saturday,1,1,0,62.3,360,4800,0.075,29.9,0.0,85,9.8,47,0.66,0,0,none
2025-01-25,17,Saturday,1,1,0,50.5,950,4800,0.19791666666666666,29.1,0.0,87,9.2,49,0.66,0,0,concert
2025-01-25,18,Saturday,1,1,0,25.0,4600,4800,0.9583333333333334,28.6,0.0,88,8.7,60,0.66,0,0,concert
2025-01-25,19,Saturday,1,1,0,22.5,4800,4800,1.0,28.2,0.0,89,8.2,62,0.66,0,0,concert
2025-01-25,20,Saturday,1,1,0,24.5,4700,4800,0.9791666666666666,27.8,0.0,90,7.7,61,0.66,0,0,none
2025-01-25,22,Saturday,1,1,0,29.5,4100,4800,0.8541666666666666,27.0,0.0,92,6.7,57,0.66,0,0,concert
2025-01-25,23,Saturday,1,1,0,32.0,3800,4800,0.7916666666666666,26.6,0.0,92,6.2,55,0.66,0,0,concert
2025-01-26,0,Sunday,1,1,0,55.4,800,4800,0.16666666666666666,26.5,0.0,91,8.0,54,0.66,0,0,none
2025-01-26,2,Sunday,1,1,0,57.8,700,4800,0.14583333333333334,26.1,0.0,93,7.1,56,0.66,0,0,none
2025-01-26,3,Sunday,1,1,0,59.0,650,4800,0.13541666666666666,26.0,0.0,93,7.6,54,0.66,0,0,none
2025-01-26,4,Sunday,1,1,0,60.2,600,4800,0.125,25.9,0.0,93,8.1,52,0.66,0,0,none
2025-01-26,5,Sunday,1,1,0,61.4,550,4800,0.11458333333333333,26.0,0.0,92,8.6,51,0.66,0,0,none
2025-01-26,7,Sunday,1,1,0,63.8,450,4800,0.09375,27.5,0.0,89,9.5,47,0.66,0,0,none
2025-01-26,8,Sunday,1,1,0,64.4,420,4800,0.0875,28.7,0.0,86,10.0,45,0.66,0,0,none
2025-01-26,9,Sunday,1,1,0,65.0,400,4800,0.08333333333333333,29.8,0.0,83,10.5,43,0.66,0,0,none
2025-01-26,13,Sunday,1,1,0,67.4,320,4800,0.06666666666666667,31.2,0.0,79,11.7,41,0.66,0,0,none
2025-01-26,15,Sunday,1,1,0,68.6,280,4800,0.058333333333333334,30.4,0.0,83,10.5,45,0.66,0,0,none
2025-01-26,16,Sunday,1,1,0,69.2,260,4800,0.05416666666666667,30.0,0.0,85,9.9,47,0.66,0,0,none
2025-01-26,17,Sunday,1,1,0,51.5,950,4800,0.19791666666666666,29.2,0.0,87,9.3,49,0.66,0,0,concert
2025-01-26,18,Sunday,1,1,0,25.8,4650,4800,0.96875,28.7,0.0,88,8.8,60,0.66,0,0,concert
2025-01-26,19,Sunday,1,1,0,23.3,4850,4800,1.0104166666666667,28.3,0.0,89,8.3,62,0.66,0,0,concert
2025-01-26,20,Sunday,1,1,0,25.3,4750,4800,0.9895833333333334,27.9,0.0,90,7.8,61,0.66,0,0,none
2025-01-26,21,Sunday,1,1,0,27.8,4450,4800,0.9270833333333334,27.5,0.0,91,7.3,59,0.66,0,0,none
2025-01-26,22,Sunday,1,1,0,30.3,4150,4800,0.8645833333333334,27.1,0.0,92,6.8,57,0.66,0,0,concert
2025-01-26,23,Sunday,1,1,0,32.8,3850,4800,0.8020833333333334,26.7,0.0,92,6.3,55,0.66,0,0,concert
2025-01-27,0,Monday,0,1,0,43.6,1420,4800,0.29583333333333334,26.5,0.0,91,8.0,54,0.66,0,1,none
2025-01-27,1,Monday,0,1,0,44.8,1370,4800,0.28541666666666665,26.3,0.0,92,7.5,55,0.66,0,1,none
2025-01-27,2,Monday,0,1,0,46.0,1320,4800,0.275,26.1,0.0,93,7.1,56,0.66,0,1,none
2025-01-27,3,Monday,0,1,0,47.2,1270,4800,0.26458333333333334,26.0,0.0,93,7.6,54,0.66,0,1,none
2025-01-25,0,Saturday,1,1,0,48.5,900,4800,0.1875,26.4,2.78,91,7.9,54,0.66,0,0,none
2025-01-25,4,Saturday,1,1,0,53.3,700,4800,0.14583333333333334,25.8,2.16,93,8.0,52,0.66,0,0,none
2025-01-27,6,Monday,0,1,0,50.8,1120,4800,0.23333333333333334,26.6,0.0,91,9.1,49,0.66,0,1,none
2025-01-27,7,Monday,0,1,0,33.2,3950,4800,0.8229166666666666,27.5,0.0,89,9.5,56,0.66,1,1,none
2025-01-27,8,Monday,0,1,0,29.8,4350,4800,0.90625,28.7,0.0,86,10.2,59,0.66,1,1,none
2025-01-27,9,Monday,0,1,0,31.5,4050,4800,0.84375,29.8,0.0,83,10.8,57,0.66,1,1,none
2025-01-27,10,Monday,0,1,0,44.0,1980,4800,0.4125,30.4,0.0,81,11.3,53,0.66,0,1,none
2025-01-27,11,Monday,0,1,0,46.3,1780,4800,0.37083333333333335,31.0,0.0,79,11.8,51,0.66,0,1,none
2025-01-27,12,Monday,0,1,0,47.1,1680,4800,0.35,31.3,0.0,78,12.2,49,0.66,0,1,none
2025-01-27,13,Monday,0,1,0,47.6,1630,4800,0.33958333333333335,31.2,0.0,79,12.0,50,0.66,0,1,none
2025-01-27,14,Monday,0,1,0,47.2,1660,4800,0.3458333333333333,30.9,0.0,81,11.4,52,0.66,0,1,none
2025-01-27,15,Monday,0,1,0,45.7,1730,4800,0.36041666666666666,30.4,0.0,83,10.7,54,0.66,0,1,none
2025-01-27,16,Monday,0,1,0,44.5,1800,4800,0.375,30.0,0.0,85,10.1,56,0.66,0,1,none
2025-01-27,17,Monday,0,1,0,31.4,4150,4800,0.8645833333333334,29.2,0.0,87,9.5,58,0.66,0,1,none
2025-01-27,18,Monday,0,1,0,28.0,4550,4800,0.9479166666666666,28.7,0.0,88,9.0,60,0.66,0,1,none
2025-01-27,21,Monday,0,1,0,40.9,1900,4800,0.3958333333333333,27.6,0.0,91,7.9,55,0.66,0,1,none
2025-01-27,22,Monday,0,1,0,42.3,1700,4800,0.3541666666666667,27.2,0.0,92,7.6,53,0.66,0,1,none
2025-01-27,23,Monday,0,1,0,43.6,1550,4800,0.3229166666666667,26.8,0.0,92,7.3,52,0.66,0,1,none
2025-01-28,1,Tuesday,0,1,0,45.2,1370,4800,0.28541666666666665,26.3,0.0,93,7.3,56,0.69,0,1,none
2025-01-28,2,Tuesday,0,1,0,46.4,1320,4800,0.275,26.1,0.0,93,6.9,57,0.69,0,1,none
2025-01-28,3,Tuesday,0,1,0,47.6,1270,4800,0.26458333333333334,26.0,0.0,93,7.4,55,0.69,0,1,none
2025-01-28,4,Tuesday,0,1,0,48.8,1220,4800,0.25416666666666665,25.9,0.0,93,7.9,53,0.69,0,1,none
2025-01-28,5,Tuesday,0,1,0,50.0,1170,4800,0.24375,26.0,0.0,92,8.4,52,0.69,0,1,none
2025-01-28,6,Tuesday,0,1,0,51.2,1120,4800,0.23333333333333334,26.6,0.0,91,8.9,50,0.69,0,1,none
2025-01-28,8,Tuesday,0,1,0,30.2,4350,4800,0.90625,28.8,0.0,86,10.0,59,0.69,1,1,none
2025-01-28,9,Tuesday,0,1,0,31.9,4050,4800,0.84375,29.9,0.0,83,10.6,57,0.69,1,1,none
2025-01-28,10,Tuesday,0,1,0,44.4,1980,4800,0.4125,30.5,0.0,81,11.1,53,0.69,0,1,none
2025-01-28,11,Tuesday,0,1,0,46.7,1780,4800,0.37083333333333335,31.1,0.0,79,11.6,51,0.69,0,1,none
2025-01-28,12,Tuesday,0,1,0,47.5,1680,4800,0.35,31.4,0.0,78,12.0,49,0.69,0,1,none
2025-01-28,13,Tuesday,0,1,0,48.0,1630,4800,0.33958333333333335,31.3,0.0,79,11.8,50,0.69,0,1,cny_eve
2025-01-28,14,Tuesday,0,1,0,47.6,1660,4800,0.3458333333333333,31.0,0.0,81,11.2,52,0.69,0,1,cny_eve
2025-01-28,15,Tuesday,0,1,0,46.1,1730,4800,0.36041666666666666,30.5,0.0,83,10.5,54,0.69,0,1,cny_eve
2025-01-28,16,Tuesday,0,1,0,44.9,1800,4800,0.375,30.1,0.0,85,9.9,56,0.69,0,1,cny_eve
2025-01-28,17,Tuesday,0,1,0,31.8,4150,4800,0.8645833333333334,29.3,0.0,87,9.3,58,0.69,0,1,cny_eve
2025-01-28,18,Tuesday,0,1,0,28.4,4550,4800,0.9479166666666666,28.8,0.0,88,8.8,60,0.69,0,1,cny_eve
2025-01-28,23,Tuesday,0,1,0,44.0,1550,4800,0.3229166666666667,26.9,0.0,92,7.1,52,0.69,0,1,none
2025-02-22,0,Saturday,1,2,0,48.0,900,4800,0.1875,25.0,0.0,93,9.0,55,0.71,0,0,none
2025-02-22,1,Saturday,1,2,0,49.0,850,4800,0.17708333333333334,24.8,0.0,94,8.5,56,0.71,0,0,none
2025-02-22,2,Saturday,1,2,0,50.0,800,4800,0.16666666666666666,24.6,0.0,94,8.0,57,0.71,0,0,none
2025-02-22,3,Saturday,1,2,0,51.0,750,4800,0.15625,24.5,0.0,94,8.5,55,0.71,0,0,none
2025-02-22,4,Saturday,1,2,0,52.0,700,4800,0.14583333333333334,24.4,0.0,94,9.0,53,0.71,0,0,none
2025-02-22,5,Saturday,1,2,0,53.0,650,4800,0.13541666666666666,24.6,0.0,93,9.5,52,0.71,0,0,none
2025-02-22,6,Saturday,1,2,0,54.0,600,4800,0.125,25.5,0.0,92,10.0,50,0.71,0,0,none
2025-02-22,7,Saturday,1,2,0,55.0,550,4800,0.11458333333333333,26.5,0.0,90,10.5,48,0.71,0,0,none
2025-02-22,8,Saturday,1,2,0,56.0,520,4800,0.10833333333333334,27.5,0.0,88,11.0,47,0.71,0,0,none
2025-02-22,9,Saturday,1,2,0,57.0,500,4800,0.10416666666666667,28.5,0.0,86,11.5,46,0.71,0,0,none
2025-02-22,10,Saturday,1,2,0,58.0,480,4800,0.1,29.5,0.0,84,12.0,45,0.71,0,0,none
2025-01-28,7,Tuesday,0,1,0,33.6,3950,4800,0.8229166666666666,27.6,1.03,89,9.3,56,0.69,1,1,none
2025-01-27,20,Monday,0,1,0,39.5,2200,4800,0.4583333333333333,28.0,4.77,90,8.3,57,0.66,0,1,none
2025-02-22,14,Saturday,1,2,0,61.0,400,4800,0.08333333333333333,31.8,0.0,81,12.3,49,0.71,0,0,none
2025-02-22,15,Saturday,1,2,0,61.5,380,4800,0.07916666666666666,31.3,0.0,83,11.8,51,0.71,0,0,none
2025-02-22,16,Saturday,1,2,0,62.0,360,4800,0.075,30.8,0.0,85,11.3,53,0.71,0,0,none
2025-02-22,18,Saturday,1,2,0,63.0,320,4800,0.06666666666666667,29.5,0.0,88,10.3,56,0.71,0,0,none
2025-02-22,19,Saturday,1,2,0,63.5,300,4800,0.0625,29.0,0.0,89,9.8,57,0.71,0,0,none
2025-02-22,21,Saturday,1,2,0,64.5,260,4800,0.05416666666666667,28.0,0.0,91,8.8,59,0.71,0,0,none
2025-02-22,22,Saturday,1,2,0,65.0,240,4800,0.05,27.5,0.0,92,8.3,60,0.71,0,0,none
2025-02-22,23,Saturday,1,2,0,65.5,220,4800,0.04583333333333333,27.0,0.0,92,7.8,61,0.71,0,0,none
2025-01-30,0,Thursday,0,1,1,29.0,2485,4800,0.5177083333333333,25.9,0.0,94,6.6,58,0.94,0,0,cny_day2
2025-01-30,1,Thursday,0,1,1,29.5,2746,4800,0.5720833333333334,25.7,0.0,94,6.3,59,0.94,0,0,cny_day2
2025-01-30,2,Thursday,0,1,1,30.0,2625,4800,0.546875,25.5,0.0,95,6.1,60,0.94,0,0,cny_day2
2025-01-30,3,Thursday,0,1,1,30.5,2596,4800,0.5408333333333334,25.4,0.0,95,6.6,58,0.94,0,0,cny_day2
2025-01-30,4,Thursday,0,1,1,31.0,2763,4800,0.575625,25.3,0.0,95,7.1,56,0.94,0,0,cny_day2
2025-01-30,5,Thursday,0,1,1,31.5,2599,4800,0.5414583333333334,25.4,0.0,94,7.6,55,0.94,0,0,cny_day2
2025-01-30,6,Thursday,0,1,1,32.0,2724,4800,0.5675,26.0,0.0,93,8.1,53,0.94,0,0,cny_day2
2025-01-30,7,Thursday,0,1,1,32.5,2726,4800,0.5679166666666666,26.9,0.0,91,8.6,51,0.94,0,0,cny_day2
2025-01-30,8,Thursday,0,1,1,33.0,2494,4800,0.5195833333333333,27.7,0.0,89,9.1,49,0.94,0,0,cny_day2
2025-01-30,9,Thursday,0,1,1,33.5,2471,4800,0.5147916666666666,28.8,0.0,87,9.6,47,0.94,0,0,cny_day2
2025-01-30,10,Thursday,0,1,1,34.0,2767,4800,0.5764583333333333,29.4,0.0,86,10.1,46,0.94,0,0,cny_day2
2025-01-30,11,Thursday,0,1,1,34.5,3514,4800,0.7320833333333333,30.0,0.0,85,10.6,45,0.94,0,0,cny_day2
2025-01-30,12,Thursday,0,1,1,35.0,4239,4800,0.883125,30.3,0.0,84,10.9,44,0.94,0,0,cny_day2
2025-02-23,0,Sunday,1,2,0,56.0,800,4800,0.16666666666666666,24.8,0.0,93,8.0,56,0.67,0,0,none
2025-01-30,14,Thursday,0,1,1,36.0,4285,4800,0.8927083333333333,29.9,0.0,86,10.2,47,0.94,0,0,cny_day2
2025-01-30,16,Thursday,0,1,1,37.0,2591,4800,0.5397916666666667,29.0,0.0,90,9.2,51,0.94,0,0,cny_day2
2025-01-30,17,Thursday,0,1,1,37.5,2724,4800,0.5675,28.2,0.0,92,8.7,53,0.94,0,0,cny_day2
2025-01-30,18,Thursday,0,1,1,38.0,3684,4800,0.7675,27.7,0.0,93,8.2,55,0.94,0,0,cny_day2
2025-01-30,19,Thursday,0,1,1,38.5,3767,4800,0.7847916666666667,27.3,0.0,94,7.8,56,0.94,0,0,cny_day2
2025-01-30,20,Thursday,0,1,1,39.0,3820,4800,0.7958333333333333,26.9,0.0,94,7.5,57,0.94,0,0,cny_day2
2025-01-30,21,Thursday,0,1,1,39.5,4234,4800,0.8820833333333333,26.5,0.0,94,7.2,58,0.94,0,0,cny_day2
2025-01-30,22,Thursday,0,1,1,40.0,3748,4800,0.7808333333333334,26.1,0.0,94,6.9,59,0.94,0,0,cny_day2
2025-01-30,23,Thursday,0,1,1,40.5,2784,4800,0.58,25.7,0.0,94,6.6,60,0.94,0,0,cny_day2
2025-01-31,3,Friday,0,1,0,47.0,1250,4800,0.2604166666666667,25.9,0.0,93,7.5,54,0.63,0,1,none
2025-01-31,4,Friday,0,1,0,48.2,1200,4800,0.25,25.8,0.0,93,8.0,52,0.63,0,1,none
2025-01-31,5,Friday,0,1,0,49.4,1150,4800,0.23958333333333334,25.9,0.0,92,8.5,51,0.63,0,1,none
2025-01-31,6,Friday,0,1,0,50.6,1100,4800,0.22916666666666666,26.5,0.0,91,9.0,49,0.63,0,1,none
2025-01-31,7,Friday,0,1,0,32.8,3900,4800,0.8125,27.6,0.0,89,9.4,56,0.63,1,1,none
2025-01-31,8,Friday,0,1,0,29.4,4300,4800,0.8958333333333334,28.8,0.0,86,10.1,59,0.63,1,1,none
2025-01-31,10,Friday,0,1,0,43.6,1980,4800,0.4125,30.5,0.0,81,11.2,53,0.63,0,1,none
2025-01-31,11,Friday,0,1,0,45.9,1780,4800,0.37083333333333335,31.1,0.0,79,11.7,51,0.63,0,1,none
2025-01-31,12,Friday,0,1,0,46.7,1680,4800,0.35,31.4,0.0,78,12.1,49,0.63,0,1,none
2025-01-31,13,Friday,0,1,0,47.2,1630,4800,0.33958333333333335,31.3,0.0,79,11.9,50,0.63,0,1,none
2025-01-31,14,Friday,0,1,0,46.8,1660,4800,0.3458333333333333,31.0,0.0,81,11.3,52,0.63,0,1,none
2025-02-22,17,Saturday,1,2,0,62.5,340,4800,0.07083333333333333,30.0,1.3,87,10.8,55,0.71,0,0,none
2025-01-31,9,Friday,0,1,0,31.1,4000,4800,0.8333333333333334,29.9,17.0,83,10.7,57,0.63,1,1,none
2025-02-22,20,Saturday,1,2,0,64.0,280,4800,0.058333333333333334,28.5,19.99,90,9.3,58,0.71,0,0,none
2025-01-31,18,Friday,0,1,0,24.2,4700,4800,0.9791666666666666,28.8,0.0,88,8.9,60,0.63,0,1,none
2025-01-31,19,Friday,0,1,0,27.4,4100,4800,0.8541666666666666,28.4,0.0,89,8.5,59,0.63,0,1,none
2025-01-31,20,Friday,0,1,0,39.3,2200,4800,0.4583333333333333,28.1,0.0,90,8.2,57,0.63,0,1,none
2025-01-31,21,Friday,0,1,0,40.7,1900,4800,0.3958333333333333,27.7,0.0,91,7.8,55,0.63,0,1,none
2025-01-31,22,Friday,0,1,0,42.1,1700,4800,0.3541666666666667,27.3,0.0,92,7.5,53,0.63,0,1,none
2025-01-31,23,Friday,0,1,0,43.4,1550,4800,0.3229166666666667,26.9,0.0,92,7.2,52,0.63,0,1,none
2025-01-29,0,Wednesday,0,1,1,28.5,2456,4800,0.5116666666666667,25.8,0.0,94,6.5,58,0.97,0,0,cny_day1
2025-01-29,2,Wednesday,0,1,1,29.5,2794,4800,0.5820833333333333,25.4,0.0,95,6.0,60,0.97,0,0,cny_day1
2025-01-29,3,Wednesday,0,1,1,30.0,2725,4800,0.5677083333333334,25.3,0.0,95,6.5,58,0.97,0,0,cny_day1
2025-01-29,4,Wednesday,0,1,1,30.5,2604,4800,0.5425,25.2,0.0,95,7.0,56,0.97,0,0,cny_day1
2025-01-29,5,Wednesday,0,1,1,31.0,2474,4800,0.5154166666666666,25.3,0.0,94,7.5,55,0.97,0,0,cny_day1
2025-01-29,6,Wednesday,0,1,1,31.5,2615,4800,0.5447916666666667,25.9,0.0,93,8.0,53,0.97,0,0,cny_day1
2025-01-29,8,Wednesday,0,1,1,32.5,2547,4800,0.530625,27.6,0.0,89,9.0,49,0.97,0,0,cny_day1
2025-01-29,9,Wednesday,0,1,1,33.0,2666,4800,0.5554166666666667,28.7,0.0,87,9.5,47,0.97,0,0,cny_day1
2025-01-29,10,Wednesday,0,1,1,33.5,2570,4800,0.5354166666666667,29.3,0.0,85,10.0,45,0.97,0,0,cny_day1
2025-01-29,11,Wednesday,0,1,1,34.0,3946,4800,0.8220833333333334,29.9,0.0,84,10.5,44,0.97,0,0,cny_day1
2025-01-29,12,Wednesday,0,1,1,34.5,3393,4800,0.706875,30.2,0.0,83,10.8,43,0.97,0,0,cny_day1
2025-01-29,13,Wednesday,0,1,1,35.0,3986,4800,0.8304166666666667,30.1,0.0,84,10.6,44,0.97,0,0,cny_day1
2025-01-29,14,Wednesday,0,1,1,35.5,4244,4800,0.8841666666666667,29.8,0.0,85,10.1,46,0.97,0,0,cny_day1
2025-01-29,15,Wednesday,0,1,1,36.0,2530,4800,0.5270833333333333,29.3,0.0,87,9.6,48,0.97,0,0,cny_day1
2025-01-29,16,Wednesday,0,1,1,36.5,2541,4800,0.529375,28.9,0.0,89,9.1,50,0.97,0,0,cny_day1
2025-01-29,17,Wednesday,0,1,1,37.0,2618,4800,0.5454166666666667,28.1,0.0,91,8.6,52,0.97,0,0,cny_day1
2025-01-29,18,Wednesday,0,1,1,37.5,3954,4800,0.82375,27.6,0.0,92,8.1,54,0.97,0,0,cny_day1
2025-01-29,19,Wednesday,0,1,1,38.0,3745,4800,0.7802083333333333,27.2,0.0,93,7.7,55,0.97,0,0,cny_day1
2025-01-29,20,Wednesday,0,1,1,38.5,3618,4800,0.75375,26.8,0.0,94,7.4,56,0.97,0,0,cny_day1
2025-01-29,21,Wednesday,0,1,1,39.0,3851,4800,0.8022916666666666,26.4,0.0,94,7.1,57,0.97,0,0,cny_day1
2025-01-29,22,Wednesday,0,1,1,39.5,3901,4800,0.8127083333333334,26.0,0.0,94,6.8,58,0.97,0,0,cny_day1
2025-01-29,23,Wednesday,0,1,1,40.0,2475,4800,0.515625,25.6,0.0,94,6.5,59,0.97,0,0,cny_day1
2025-02-01,0,Saturday,1,2,0,48.0,900,4800,0.1875,24.5,0.0,92,8.0,58,0.64,0,0,none
2025-02-01,1,Saturday,1,2,0,49.0,850,4800,0.17708333333333334,24.3,0.0,93,7.5,59,0.64,0,0,none
2025-02-01,2,Saturday,1,2,0,50.0,800,4800,0.16666666666666666,24.2,0.0,94,7.0,60,0.64,0,0,none
2025-02-01,3,Saturday,1,2,0,51.0,750,4800,0.15625,24.1,0.0,94,7.5,58,0.64,0,0,none
2025-02-01,5,Saturday,1,2,0,53.0,650,4800,0.13541666666666666,24.2,0.0,93,8.5,55,0.64,0,0,none
2025-02-01,6,Saturday,1,2,0,54.0,600,4800,0.125,25.0,0.0,92,9.0,53,0.64,0,0,none
2025-02-01,7,Saturday,1,2,0,55.0,550,4800,0.11458333333333333,26.0,0.0,90,9.5,51,0.64,0,0,none
